@relation postag

@attribute word string
@attribute tag_two_before string
@attribute tag_before string
@attribute tag string

@data
semuanya, UNKNOWN1, PRON, NOUN
itu, PRON, NOUN, DET
Allah, NOUN, DET, PROPN
Maha, DET, PROPN, PROPN
Kuasa, PROPN, PROPN, PROPN
tukarkan, PROPN, PROPN, VERB
xCOMMA, PROPN, VERB, PUNCT
tidak, VERB, PUNCT, PART
seperti, PUNCT, PART, ADP
mereka, PART, ADP, PRON
hidup, ADP, PRON, VERB
ketika, PRON, VERB, ADV
didunia, VERB, ADV, NOUN
xDOT, ADV, NOUN, PUNCT
xDOUBQUOT, NOUN, PUNCT, PUNCT
Pada, UNKNOWN2, UNKNOWN1, ADP
tahun, UNKNOWN1, ADP, NOUN
2005, ADP, NOUN, NUM
xCOMMA, NOUN, NUM, PUNCT
Schwab, NUM, PUNCT, PROPN
mulai, PUNCT, PROPN, ADV
menjadi, PROPN, ADV, VERB
sutradara, ADV, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Kalangan, UNKNOWN2, UNKNOWN1, NOUN
bangsawan, UNKNOWN1, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
samurai, NOUN, CCONJ, NOUN
dari, CCONJ, NOUN, ADP
zaman, NOUN, ADP, NOUN
Edo, ADP, NOUN, PROPN
menghargai, NOUN, PROPN, VERB
boneka, PROPN, VERB, NOUN
Hinamatsuri, VERB, NOUN, PROPN
sebagai, NOUN, PROPN, ADP
modal, PROPN, ADP, NOUN
penting, ADP, NOUN, ADJ
untuk, NOUN, ADJ, ADP
wanita, ADJ, ADP, NOUN
yang, ADP, NOUN, PRON
ingin, NOUN, PRON, VERB
menikah, PRON, VERB, VERB
xCOMMA, VERB, VERB, PUNCT
dan, VERB, PUNCT, CCONJ
sekaligus, PUNCT, CCONJ, ADV
sebagai, CCONJ, ADV, ADP
pembawa, ADV, ADP, NOUN
keberuntungan, ADP, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Sehingga, UNKNOWN2, UNKNOWN1, SCONJ
mereka, UNKNOWN1, SCONJ, PRON
jarang, SCONJ, PRON, ADV
yang, PRON, ADV, PRON
tertulis, ADV, PRON, VERB
dalam, PRON, VERB, ADP
bentuk, VERB, ADP, NOUN
asli, ADP, NOUN, ADJ
seperti, NOUN, ADJ, ADP
pada, ADJ, ADP, ADP
waktu, ADP, ADP, NOUN
dibuat, ADP, NOUN, VERB
dahulu, NOUN, VERB, ADV
xCOMMA, VERB, ADV, PUNCT
kecuali, ADV, PUNCT, SCONJ
jika, PUNCT, SCONJ, SCONJ
ditulis, SCONJ, SCONJ, VERB
pada, SCONJ, VERB, ADP
bahan, VERB, ADP, NOUN
tulisan, ADP, NOUN, NOUN
yang, NOUN, NOUN, PRON
awet, NOUN, PRON, ADJ
seperti, PRON, ADJ, ADP
batu, ADJ, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
tembaga, NOUN, PUNCT, ADJ
dan, PUNCT, ADJ, CCONJ
lain, ADJ, CCONJ, ADJ
-, CCONJ, ADJ, PUNCT
lain, ADJ, PUNCT, ADJ
xDOT, PUNCT, ADJ, PUNCT
Dia, UNKNOWN2, UNKNOWN1, PRON
bernomor, UNKNOWN1, PRON, VERB
punggung, PRON, VERB, NOUN
3, VERB, NOUN, NUM
dan, NOUN, NUM, CCONJ
berjuluk, NUM, CCONJ, VERB
xDOUBQUOT, CCONJ, VERB, PUNCT
Maza, VERB, PUNCT, PROPN
xDOUBQUOT, PUNCT, PROPN, PUNCT
xCOMMA, PROPN, PUNCT, PUNCT
karena, PUNCT, PUNCT, SCONJ
ia, PUNCT, SCONJ, PRON
berasal, SCONJ, PRON, VERB
dari, PRON, VERB, ADP
Mazatlan, VERB, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Berjaya, UNKNOWN2, UNKNOWN1, PROPN
Air, UNKNOWN1, PROPN, NOUN
adalah, PROPN, NOUN, AUX
maskapai, NOUN, AUX, NOUN
penerbangan, AUX, NOUN, NOUN
yang, NOUN, NOUN, PRON
berpusat, NOUN, PRON, VERB
di, PRON, VERB, ADP
Shah, VERB, ADP, PROPN
Alam, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Selangor, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Malaysia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Pembatasan, UNKNOWN2, UNKNOWN1, PROPN
air, UNKNOWN1, PROPN, NOUN
sedang, PROPN, NOUN, ADV
diberlakukan, NOUN, ADV, VERB
di, ADV, VERB, ADP
banyak, VERB, ADP, DET
daerah, ADP, DET, NOUN
dan, DET, NOUN, CCONJ
kota, NOUN, CCONJ, NOUN
di, CCONJ, NOUN, ADP
Australia, NOUN, ADP, PROPN
sebagai, ADP, PROPN, ADP
akibat, PROPN, ADP, NOUN
dari, ADP, NOUN, ADP
penjatahan, NOUN, ADP, NOUN
kronis, ADP, NOUN, ADJ
karena, NOUN, ADJ, CCONJ
kekeringan, ADJ, CCONJ, NOUN
xDOT, CCONJ, NOUN, PUNCT
Kamila, UNKNOWN2, UNKNOWN1, PROPN
menanyakan, UNKNOWN1, PROPN, VERB
tentang, PROPN, VERB, ADP
masalah, VERB, ADP, NOUN
perjodohan, ADP, NOUN, NOUN
antara, NOUN, NOUN, ADP
Andara, NOUN, ADP, PROPN
dengan, ADP, PROPN, ADP
Taufan, PROPN, ADP, PROPN
(, ADP, PROPN, PUNCT
Fadil, PROPN, PUNCT, PROPN
), PUNCT, PROPN, PUNCT
xDOT, PROPN, PUNCT, PUNCT
FL, UNKNOWN2, UNKNOWN1, PROPN
GROUP, UNKNOWN1, PROPN, PROPN
merupakan, PROPN, PROPN, VERB
sebuah, PROPN, VERB, DET
perusahaan, VERB, DET, NOUN
investasi, DET, NOUN, NOUN
interansional, NOUN, NOUN, ADJ
xCOMMA, NOUN, ADJ, PUNCT
dengan, ADJ, PUNCT, ADP
fokus, PUNCT, ADP, NOUN
pada, ADP, NOUN, ADP
tiga, NOUN, ADP, NUM
bisnis, ADP, NUM, NOUN
;, NUM, NOUN, PUNCT
FIG, NOUN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
kepemilikan, PROPN, PUNCT, NOUN
pribadi, PUNCT, NOUN, ADJ
dan, NOUN, ADJ, CCONJ
pasaran, ADJ, CCONJ, NOUN
besar, CCONJ, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Untuk, UNKNOWN2, UNKNOWN1, ADP
pertama, UNKNOWN1, ADP, NUM
kalinya, ADP, NUM, NOUN
sejak, NUM, NOUN, ADP
2006, NOUN, ADP, NUM
xCOMMA, ADP, NUM, PUNCT
empat, NUM, PUNCT, NUM
unggulan, PUNCT, NUM, NOUN
teratas, NUM, NOUN, ADJ
melaju, NOUN, ADJ, VERB
ke, ADJ, VERB, ADP
babak, VERB, ADP, NOUN
semifinal, ADP, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Ini, UNKNOWN2, UNKNOWN1, DET
adalah, UNKNOWN1, DET, AUX
sampah, DET, AUX, NOUN
yang, AUX, NOUN, PRON
umum, NOUN, PRON, ADJ
dipikirkan, PRON, ADJ, VERB
manusia, ADJ, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Biduk, UNKNOWN2, UNKNOWN1, PROPN
/, UNKNOWN1, PROPN, SYM
perahu, PROPN, SYM, NOUN
xCOMMA, SYM, NOUN, PUNCT
yang, NOUN, PUNCT, PRON
melaju, PUNCT, PRON, VERB
di, PRON, VERB, ADP
lautan, VERB, ADP, NOUN
hidup, ADP, NOUN, ADJ
menuju, NOUN, ADJ, VERB
masa, ADJ, VERB, NOUN
depan, VERB, NOUN, ADJ
yang, NOUN, ADJ, PRON
lebih, ADJ, PRON, ADV
baik, PRON, ADV, ADJ
xCOMMA, ADV, ADJ, PUNCT
yaitu, ADJ, PUNCT, ADV
tujuan, PUNCT, ADV, NOUN
nasional, ADV, NOUN, ADJ
yang, NOUN, ADJ, PRON
dicita, ADJ, PRON, VERB
–, PRON, VERB, PUNCT
citakan, VERB, PUNCT, VERB
xDOT, PUNCT, VERB, PUNCT
Kelas, UNKNOWN2, UNKNOWN1, PROPN
Proletar, UNKNOWN1, PROPN, PROPN
sering, PROPN, PROPN, ADV
menjadi, PROPN, ADV, VERB
target, ADV, VERB, NOUN
eksploitasi, VERB, NOUN, NOUN
para, NOUN, NOUN, DET
majikan, NOUN, DET, NOUN
yang, DET, NOUN, PRON
berorientasi, NOUN, PRON, VERB
kapitalis, PRON, VERB, NOUN
ini, VERB, NOUN, DET
xDOT, NOUN, DET, PUNCT
Chandragupta, UNKNOWN2, UNKNOWN1, PROPN
II, UNKNOWN1, PROPN, PROPN
juga, PROPN, PROPN, ADV
mulai, PROPN, ADV, VERB
memproduksi, ADV, VERB, VERB
koin, VERB, VERB, NOUN
perak, VERB, NOUN, NOUN
di, NOUN, NOUN, ADP
dalam, NOUN, ADP, ADP
tradisi, ADP, ADP, NOUN
Shaka, ADP, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Banyak, UNKNOWN2, UNKNOWN1, DET
orang, UNKNOWN1, DET, NOUN
di, DET, NOUN, ADP
Asia, NOUN, ADP, PROPN
Selatan, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
Timur, PROPN, CCONJ, PROPN
Tengah, CCONJ, PROPN, PROPN
yang, PROPN, PROPN, PRON
memilih, PROPN, PRON, VERB
menggunakan, PRON, VERB, VERB
air, VERB, VERB, NOUN
karena, VERB, NOUN, CCONJ
kurang, NOUN, CCONJ, ADV
yakin, CCONJ, ADV, ADV
akan, ADV, ADV, ADV
keefektifan, ADV, ADV, NOUN
tissue, ADV, NOUN, NOUN
toilet, NOUN, NOUN, NOUN
dalam, NOUN, NOUN, ADP
membersihkan, NOUN, ADP, VERB
kotoran, ADP, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Pemberian, UNKNOWN2, UNKNOWN1, PROPN
nama, UNKNOWN1, PROPN, NOUN
tersebut, PROPN, NOUN, DET
didasari, NOUN, DET, VERB
untuk, DET, VERB, ADP
mengenang, VERB, ADP, VERB
jasa, ADP, VERB, NOUN
-, VERB, NOUN, PUNCT
jasa, NOUN, PUNCT, NOUN
Dr, PUNCT, NOUN, PROPN
xDOT, NOUN, PROPN, PUNCT
Adnan, PROPN, PUNCT, PROPN
Kapau, PUNCT, PROPN, PROPN
Gani, PROPN, PROPN, PROPN
yang, PROPN, PROPN, PRON
banyak, PROPN, PRON, ADV
berjuang, PRON, ADV, VERB
membantu, ADV, VERB, VERB
APRI, VERB, VERB, PROPN
melawan, VERB, PROPN, VERB
Kolonial, PROPN, VERB, PROPN
Belanda, VERB, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Masjid, UNKNOWN2, UNKNOWN1, PROPN
ini, UNKNOWN1, PROPN, DET
adalah, PROPN, DET, AUX
masjid, DET, AUX, NOUN
terbesar, AUX, NOUN, ADJ
di, NOUN, ADJ, ADP
India, ADJ, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Peristiwa, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
ditandai, NOUN, DET, VERB
dengan, DET, VERB, ADP
ditemukannya, VERB, ADP, VERB
30, ADP, VERB, NUM
mayat, VERB, NUM, NOUN
orang, NUM, NOUN, NOUN
Tionghoa, NOUN, NOUN, PROPN
(, NOUN, PROPN, PUNCT
laki, PROPN, PUNCT, NOUN
-, PUNCT, NOUN, PUNCT
laki, NOUN, PUNCT, NOUN
dan, PUNCT, NOUN, CCONJ
perempuan, NOUN, CCONJ, NOUN
), CCONJ, NOUN, PUNCT
di, NOUN, PUNCT, ADP
bekas, PUNCT, ADP, NOUN
pabrik, ADP, NOUN, NOUN
pembuatan, NOUN, NOUN, NOUN
mi, NOUN, NOUN, NOUN
di, NOUN, NOUN, ADP
Mergosono, NOUN, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Sampai, UNKNOWN2, UNKNOWN1, ADP
sekarang, UNKNOWN1, ADP, NOUN
Yi, ADP, NOUN, PROPN
dianggap, NOUN, PROPN, VERB
sebagai, PROPN, VERB, ADP
seorang, VERB, ADP, DET
pahlawan, ADP, DET, NOUN
bangsa, DET, NOUN, NOUN
Korea, NOUN, NOUN, PROPN
yang, NOUN, PROPN, PRON
terbesar, PROPN, PRON, ADJ
dikarenakan, PRON, ADJ, VERB
kesetiaan, ADJ, VERB, NOUN
xCOMMA, VERB, NOUN, PUNCT
taktik, NOUN, PUNCT, NOUN
dan, PUNCT, NOUN, CCONJ
kegigihannya, NOUN, CCONJ, NOUN
dalam, CCONJ, NOUN, ADP
berperang, NOUN, ADP, VERB
xDOT, ADP, VERB, PUNCT
Juga, UNKNOWN2, UNKNOWN1, CCONJ
biasanya, UNKNOWN1, CCONJ, ADV
dipanggil, CCONJ, ADV, VERB
Sweet, ADV, VERB, PROPN
Marjoram, VERB, PROPN, PROPN
atau, PROPN, PROPN, CCONJ
Knotted, PROPN, CCONJ, PROPN
Marjoram, CCONJ, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
Majorana, PROPN, CCONJ, PROPN
hortensis, CCONJ, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Pemimpinnya, UNKNOWN2, UNKNOWN1, NOUN
adalah, UNKNOWN1, NOUN, AUX
Poseidon, NOUN, AUX, PROPN
yang, AUX, PROPN, PRON
didampingi, PROPN, PRON, VERB
oleh, PRON, VERB, ADP
istrinya, VERB, ADP, NOUN
xCOMMA, ADP, NOUN, PUNCT
Amfitrite, NOUN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Virus, UNKNOWN2, UNKNOWN1, PROPN
ini, UNKNOWN1, PROPN, DET
juga, PROPN, DET, ADV
menyebar, DET, ADV, VERB
ke, ADV, VERB, ADP
Mesir, VERB, ADP, PROPN
dan, ADP, PROPN, CCONJ
Kamerun, PROPN, CCONJ, PROPN
xDOT, CCONJ, PROPN, PUNCT
Di, UNKNOWN2, UNKNOWN1, ADP
sisi, UNKNOWN1, ADP, NOUN
yang, ADP, NOUN, PRON
berseberangan, NOUN, PRON, VERB
terdapat, PRON, VERB, VERB
Valga, VERB, VERB, NOUN
xDOT, VERB, NOUN, PUNCT
Departemen, UNKNOWN2, UNKNOWN1, PROPN
Carazo, UNKNOWN1, PROPN, PROPN
merupakan, PROPN, PROPN, VERB
sebuah, PROPN, VERB, DET
departemen, VERB, DET, NOUN
di, DET, NOUN, ADP
Nikaragua, NOUN, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Program, UNKNOWN2, UNKNOWN1, NOUN
Studi, UNKNOWN1, NOUN, PROPN
STAKN, NOUN, PROPN, PROPN
Manado, PROPN, PROPN, PROPN
terdiri, PROPN, PROPN, VERB
dari, PROPN, VERB, ADP
:, VERB, ADP, PUNCT
Perguruan, ADP, PUNCT, PROPN
tinggi, PUNCT, PROPN, ADJ
Istilah, UNKNOWN2, UNKNOWN1, NOUN
Mudika, UNKNOWN1, NOUN, PROPN
muncul, NOUN, PROPN, VERB
sekitar, PROPN, VERB, ADP
tahun, VERB, ADP, NOUN
1974, ADP, NOUN, NUM
dan, NOUN, NUM, CCONJ
pertama, NUM, CCONJ, NUM
kali, CCONJ, NUM, ADV
dipakai, NUM, ADV, VERB
di, ADV, VERB, ADP
Keuskupan, VERB, ADP, PROPN
Bogor, ADP, PROPN, PROPN
untuk, PROPN, PROPN, ADP
menamai, PROPN, ADP, VERB
gerakan, ADP, VERB, NOUN
Katolik, VERB, NOUN, PROPN
muda, NOUN, PROPN, NUM
yang, PROPN, NUM, PRON
berbasis, NUM, PRON, VERB
teritori, PRON, VERB, NOUN
Gereja, VERB, NOUN, NOUN
xDOT, NOUN, NOUN, PUNCT
Setelah, UNKNOWN2, UNKNOWN1, SCONJ
gempa, UNKNOWN1, SCONJ, NOUN
utama, SCONJ, NOUN, ADJ
terjadi, NOUN, ADJ, VERB
10, ADJ, VERB, NUM
kali, VERB, NUM, NOUN
gempa, NUM, NOUN, NOUN
susulan, NOUN, NOUN, ADJ
yang, NOUN, ADJ, PRON
mengguncang, ADJ, PRON, VERB
xDOT, PRON, VERB, PUNCT
Kaduengang, UNKNOWN2, UNKNOWN1, PROPN
adalah, UNKNOWN1, PROPN, AUX
desa, PROPN, AUX, NOUN
di, AUX, NOUN, ADP
Kecamatan, NOUN, ADP, PROPN
Cadasari, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kabupaten, PROPN, PUNCT, PROPN
Pandeglang, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Banten, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Di, UNKNOWN2, UNKNOWN1, ADP
bagian, UNKNOWN1, ADP, NOUN
dalam, ADP, NOUN, NOUN
ada, NOUN, NOUN, VERB
beberapa, NOUN, VERB, DET
musholla, VERB, DET, NOUN
xDOT, DET, NOUN, PUNCT
Persoalan, UNKNOWN2, UNKNOWN1, NOUN
berikutnya, UNKNOWN1, NOUN, VERB
xCOMMA, NOUN, VERB, PUNCT
bagaimana, VERB, PUNCT, PRON
menentukan, PUNCT, PRON, VERB
mana, PRON, VERB, ADP
pelaku, VERB, ADP, NOUN
dan, ADP, NOUN, CCONJ
mana, NOUN, CCONJ, ADP
korban, CCONJ, ADP, NOUN
?, ADP, NOUN, PUNCT
Pesaing, UNKNOWN2, UNKNOWN1, PROPN
Douglas, UNKNOWN1, PROPN, PROPN
Edwards, PROPN, PROPN, PROPN
with, PROPN, PROPN, PROPN
the, PROPN, PROPN, PROPN
News, PROPN, PROPN, PROPN
adalah, PROPN, PROPN, AUX
Camel, PROPN, AUX, PROPN
News, AUX, PROPN, PROPN
Caravan, PROPN, PROPN, PROPN
yang, PROPN, PROPN, PRON
diluncurkan, PROPN, PRON, VERB
tahun, PRON, VERB, NOUN
1949, VERB, NOUN, NUM
di, NOUN, NUM, ADP
NBC, NUM, ADP, PROPN
xDOT, ADP, PROPN, PUNCT
Edwards, PROPN, PUNCT, PROPN
menarik, PUNCT, PROPN, VERB
lebih, PROPN, VERB, ADV
banyak, VERB, ADV, ADV
pemirsa, ADV, ADV, VERB
pada, ADV, VERB, ADP
pertengahan, VERB, ADP, NOUN
tahun, ADP, NOUN, NOUN
1950, NOUN, NOUN, NUM
-, NOUN, NUM, PUNCT
an, NUM, PUNCT, NUM
xCOMMA, PUNCT, NUM, PUNCT
namun, NUM, PUNCT, SCONJ
kalah, PUNCT, SCONJ, VERB
setelah, SCONJ, VERB, ADP
Chet, VERB, ADP, PROPN
Huntley, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
David, PROPN, CCONJ, PROPN
Brinkley, CCONJ, PROPN, PROPN
dipasangkan, PROPN, PROPN, VERB
oleh, PROPN, VERB, ADP
NBC, VERB, ADP, PROPN
pada, ADP, PROPN, ADP
Huntley, PROPN, ADP, PROPN
-, ADP, PROPN, PUNCT
Brinkley, PROPN, PUNCT, PROPN
Report, PUNCT, PROPN, PROPN
xDOT, PROPN, PROPN, PUNCT
Asal, UNKNOWN2, UNKNOWN1, NOUN
-, UNKNOWN1, NOUN, PUNCT
usulnya, NOUN, PUNCT, NOUN
tari, PUNCT, NOUN, NOUN
ini, NOUN, NOUN, DET
tidak, NOUN, DET, PART
diketahui, DET, PART, VERB
secara, PART, VERB, ADP
jelas, VERB, ADP, ADJ
xDOT, ADP, ADJ, PUNCT
Beberapa, UNKNOWN2, UNKNOWN1, DET
orang, UNKNOWN1, DET, NOUN
menginginkan, DET, NOUN, VERB
mayat, NOUN, VERB, NOUN
Alkmene, VERB, NOUN, PROPN
dibawa, NOUN, PROPN, VERB
kembali, PROPN, VERB, ADV
ke, VERB, ADV, ADP
Argos, ADV, ADP, PROPN
xCOMMA, ADP, PROPN, PUNCT
sementara, PROPN, PUNCT, SCONJ
yang, PUNCT, SCONJ, PRON
lain, SCONJ, PRON, ADJ
ingin, PRON, ADJ, ADV
menguburkannya, ADJ, ADV, VERB
di, ADV, VERB, ADP
Thebes, VERB, ADP, PROPN
(, ADP, PROPN, PUNCT
mengingat, PROPN, PUNCT, NOUN
Amfitrion, PUNCT, NOUN, PROPN
juga, NOUN, PROPN, ADV
dikuburkan, PROPN, ADV, VERB
di, ADV, VERB, ADP
Thebes, VERB, ADP, PROPN
), ADP, PROPN, PUNCT
xDOT, PROPN, PUNCT, PUNCT
Serial, UNKNOWN2, UNKNOWN1, NOUN
yang, UNKNOWN1, NOUN, PRON
merupakan, NOUN, PRON, VERB
sekuel, PRON, VERB, NOUN
dari, VERB, NOUN, ADP
seri, NOUN, ADP, NOUN
Avatar, ADP, NOUN, PROPN
:, NOUN, PROPN, PUNCT
The, PROPN, PUNCT, PROPN
Last, PUNCT, PROPN, PROPN
Airbender, PROPN, PROPN, PROPN
ini, PROPN, PROPN, DET
akan, PROPN, DET, ADV
berlansung, DET, ADV, VERB
selama, ADV, VERB, ADP
52, VERB, ADP, NUM
episode, ADP, NUM, NOUN
xCOMMA, NUM, NOUN, PUNCT
dibagi, NOUN, PUNCT, VERB
dalam, PUNCT, VERB, ADP
2, VERB, ADP, NUM
Musim, ADP, NUM, NOUN
dan, NUM, NOUN, CCONJ
4, NOUN, CCONJ, NUM
Buku, CCONJ, NUM, NOUN
xDOT, NUM, NOUN, PUNCT
Dunia, NOUN, PUNCT, NOUN
alam, PUNCT, NOUN, NOUN
semesta, NOUN, NOUN, NOUN
fiktif, NOUN, NOUN, ADJ
pada, NOUN, ADJ, ADP
serial, ADJ, ADP, NOUN
sebelumnya, ADP, NOUN, ADP
juga, NOUN, ADP, ADV
masih, ADP, ADV, ADV
akan, ADV, ADV, ADV
ditampilkan, ADV, ADV, VERB
di, ADV, VERB, ADP
sini, VERB, ADP, PRON
xDOT, ADP, PRON, PUNCT
Pendaratan, UNKNOWN2, UNKNOWN1, NOUN
dilakukan, UNKNOWN1, NOUN, VERB
di, NOUN, VERB, ADP
sudut, VERB, ADP, NOUN
34, ADP, NOUN, NUM
xCOMMA, NOUN, NUM, PUNCT
yang, NUM, PUNCT, PRON
berarti, PUNCT, PRON, VERB
pesawat, PRON, VERB, NOUN
harus, VERB, NOUN, ADV
terbang, NOUN, ADV, VERB
di, ADV, VERB, ADP
atas, VERB, ADP, ADP
pantai, ADP, ADP, NOUN
Lagana, ADP, NOUN, PROPN
dan, NOUN, PROPN, CCONJ
membuat, PROPN, CCONJ, VERB
berputar, CCONJ, VERB, VERB
180, VERB, VERB, NUM
°, VERB, NUM, SYM
xDOT, NUM, SYM, PUNCT
Akibat, UNKNOWN2, UNKNOWN1, SCONJ
akuisisi, UNKNOWN1, SCONJ, NOUN
ini, SCONJ, NOUN, DET
dan, NOUN, DET, CCONJ
sengketa, DET, CCONJ, NOUN
hukum, CCONJ, NOUN, NOUN
dengan, NOUN, NOUN, ADP
Hearst, NOUN, ADP, PROPN
Corporation, ADP, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Mandrakesoft, PROPN, PUNCT, PROPN
mengumumkan, PUNCT, PROPN, VERB
nama, PROPN, VERB, NOUN
perusahaan, VERB, NOUN, NOUN
menjadi, NOUN, NOUN, VERB
Mandriva, NOUN, VERB, PROPN
xCOMMA, VERB, PROPN, PUNCT
dan, PROPN, PUNCT, CCONJ
bahwa, PUNCT, CCONJ, SCONJ
Mandriva, CCONJ, SCONJ, PROPN
Linux, SCONJ, PROPN, PROPN
akan, PROPN, PROPN, ADV
menjadi, PROPN, ADV, VERB
nama, ADV, VERB, NOUN
baru, VERB, NOUN, ADJ
bagi, NOUN, ADJ, ADP
produk, ADJ, ADP, NOUN
-, ADP, NOUN, PUNCT
produknya, NOUN, PUNCT, NOUN
xDOT, PUNCT, NOUN, PUNCT
xDOUBQUOT, UNKNOWN2, UNKNOWN1, PUNCT
Saya, UNKNOWN1, PUNCT, PRON
harap, PUNCT, PRON, VERB
apa, PRON, VERB, PRON
yang, VERB, PRON, PRON
saya, PRON, PRON, PRON
tulis, PRON, PRON, VERB
menyumbang, PRON, VERB, VERB
ke, VERB, VERB, ADP
hal, VERB, ADP, NOUN
itu, ADP, NOUN, DET
xCOMMA, NOUN, DET, PUNCT
tetapi, DET, PUNCT, CCONJ
itu, PUNCT, CCONJ, DET
bukanlah, CCONJ, DET, PART
kekuatan, DET, PART, NOUN
yang, PART, NOUN, PRON
menggerakkan, NOUN, PRON, VERB
xDOT, PRON, VERB, PUNCT
Penghargaan, UNKNOWN2, UNKNOWN1, NOUN
ini, UNKNOWN1, NOUN, DET
disahkan, NOUN, DET, VERB
oleh, DET, VERB, ADP
Pemerintah, VERB, ADP, PROPN
Belanda, ADP, PROPN, PROPN
dan, PROPN, PROPN, CCONJ
dikelola, PROPN, CCONJ, VERB
oleh, CCONJ, VERB, ADP
lembaga, VERB, ADP, NOUN
independen, ADP, NOUN, ADJ
xDOT, NOUN, ADJ, PUNCT
Banjar, UNKNOWN2, UNKNOWN1, PROPN
Kertahayu, UNKNOWN1, PROPN, PROPN
adalah, PROPN, PROPN, AUX
kampung, PROPN, AUX, NOUN
di, AUX, NOUN, ADP
kecamatan, NOUN, ADP, PROPN
Way, ADP, PROPN, PROPN
Pengubuan, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Lampung, PROPN, PUNCT, PROPN
Tengah, PUNCT, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Kabupaten, PROPN, PUNCT, PROPN
Lampung, PUNCT, PROPN, PROPN
Tengah, PROPN, PROPN, PROPN
xCOMMA, PROPN, PROPN, PUNCT
Lampung, PROPN, PUNCT, PROPN
xCOMMA, PUNCT, PROPN, PUNCT
Indonesia, PROPN, PUNCT, PROPN
xDOT, PUNCT, PROPN, PUNCT
Data, UNKNOWN2, UNKNOWN1, NOUN
terbuka, UNKNOWN1, NOUN, ADJ
dimaksudkan, NOUN, ADJ, VERB
untuk, ADJ, VERB, ADP
mewujudkan, VERB, ADP, VERB
komitmen, ADP, VERB, NOUN
konkret, VERB, NOUN, NOUN
dari, NOUN, NOUN, ADP
kalangan, NOUN, ADP, NOUN
pemerintah, ADP, NOUN, NOUN
dalam, NOUN, NOUN, ADP
upaya, NOUN, ADP, NOUN
peningkatan, ADP, NOUN, NOUN
transparansi, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
peningkatan, NOUN, PUNCT, NOUN
partisipasi, PUNCT, NOUN, NOUN
masyarakat, NOUN, NOUN, NOUN
xCOMMA, NOUN, NOUN, PUNCT
pemberantasan, NOUN, PUNCT, NOUN
korupsi, PUNCT, NOUN, NOUN
dan, NOUN, NOUN, CCONJ
pemanfaatan, NOUN, CCONJ, NOUN
teknologi, CCONJ, NOUN, NOUN
-, NOUN, NOUN, PUNCT
teknologi, NOUN, PUNCT, NOUN
baru, PUNCT, NOUN, ADJ
guna, NOUN, ADJ, ADP
mewujudkan, ADJ, ADP, VERB
tata, ADP, VERB, NOUN
kelola, VERB, NOUN, VERB
pemerintahan, NOUN, VERB, NOUN
yang, VERB, NOUN, PRON
lebih, NOUN, PRON, ADV
terbuka, PRON, ADV, ADJ
xCOMMA, ADV, ADJ, PUNCT
efektif, ADJ, PUNCT, ADJ
dan, PUNCT, ADJ, CCONJ
akuntabel, ADJ, CCONJ, NOUN
xCOMMA, CCONJ, NOUN, PUNCT
yang, NOUN, PUNCT, PRON
disebut, PUNCT, PRON, VERB
birokrasi, PRON, VERB, NOUN
terbuka, VERB, NOUN, ADJ
atau, NOUN, ADJ, CCONJ
open, ADJ, CCONJ, PROPN
